gene	baseMean	estimate	stderror	statistic	p.value	p.adjusted
CNAG_03734	124.03175197189579	-0.004000122639507661	0.0015274331978579337	-2.6188527557980392	0.008822602024907995	0.011762310404044825
CNAG_01711	590.1413628270127	-0.00397862121678467	0.0011082830007271627	-3.589896456206791	3.3080934151247287e-4	4.975007789894179e-4
CNAG_07518	261.3498464922625	-0.003977253853393302	0.0013946535900495097	-2.851786193912218	0.004347433122208013	0.005983468776415667
CNAG_01597	238.1595817904322	-0.003976485824329313	0.0010895858023117272	-3.6495389494728867	2.62711405392846e-4	3.9783020789793997e-4
CNAG_06869	86.34480476339708	-0.003966089988671266	0.0018283606891091177	-2.1692054594565655	0.030067088849521303	0.038067725141441085
CNAG_03785	425.8747283621607	-0.003959063891945023	0.0012432587080835691	-3.18442482341246	0.0014504197915637513	0.0020725533917044015
CNAG_02420	69.01026610121144	-0.0039538621878654106	0.0015317357995494225	-2.5812951483072237	0.009843038890023	0.013053312647960724
CNAG_00263	362.65185831709493	-0.003946043910525423	0.001134732911244624	-3.477508999185748	5.060960614129336e-4	7.497801514166649e-4
CNAG_02187	287.6440872612643	-0.003945617670106831	0.001285258470736771	-3.069902093580458	0.002141289528918366	0.0030265228645627042
CNAG_06683	955.7085211191287	-0.003943192388758522	0.0013194606061787723	-2.988488152123174	0.0028036137004072595	0.0039192665902800655
CNAG_06875	206.37801795858115	-0.003942788342057001	0.0010493942946257246	-3.757203905385468	1.718224868152143e-4	2.640960803706815e-4
CNAG_01381	389.50906501907303	-0.003932892277162707	0.0011693370848734515	-3.3633520462479254	7.700209907698876e-4	0.0011255048657483387
CNAG_05472	332.86847714633745	-0.003932384479853463	0.0012028296757529916	-3.269277902868271	0.001078223463976321	0.0015561561342286236
CNAG_02287	227.87935487857834	-0.003918578969547174	0.0012987520018642915	-3.01718801120018	0.0025513151816427436	0.0035783993613173306
CNAG_03052	505.5250225788186	-0.0039176060494475326	0.0012090404007071619	-3.240260662221166	0.0011942047764497798	0.0017180500781329385
CNAG_03836	653.4777336696997	-0.00391541366689896	0.001042073462465011	-3.75732979288917	1.7173610082368677e-4	2.640232806573653e-4
CNAG_06985	215.8859990402599	-0.0039019533680923896	0.001427526986411967	-2.7333657473613133	0.0062690674681373385	0.00850541617995132
CNAG_05989	130.11951107752	-0.0039018356855201356	0.001633040684784812	-2.389307089452144	0.01688018619984578	0.021951055127456574
CNAG_02549	84.45884986980282	-0.003901641198662901	0.0017792150169849378	-2.192900330435965	0.028314560918300508	0.03594976903231774
CNAG_02152	85.52254445020222	-0.003890142571440803	0.0015235812119139016	-2.5532886209288836	0.010671102876038473	0.014104450490188767
CNAG_04328	1128.9305061134805	-0.0038879866548420473	0.0010032526526280317	-3.8753813853942196	1.0645782818558252e-4	1.663111672832259e-4
CNAG_05530	461.28843907352484	-0.003884471088834007	0.001202744257804487	-3.2296733604239334	0.0012393172006077474	0.0017803015242700677
CNAG_00830	277.7677008321534	-0.003881338264933064	0.0012517022830309317	-3.1008477954794538	0.0019296745108241756	0.0027382923112911853
CNAG_02793	703.7573852399368	-0.003872052250007854	0.0015406820030682924	-2.513206646340128	0.011963923242442198	0.015760884863388613
CNAG_04973	474.7426789855847	-0.00387156128264247	0.0010019770154923746	-3.863922248495863	1.1158075123407949e-4	1.7395284858289905e-4
CNAG_00275	46.56187134291665	-0.0038656813687009926	0.0018746310385309192	-2.0621025093718646	0.03919797750871598	0.048932382993352834
CNAG_02479	99.31897493159526	-0.0038641819019935198	0.0015317305988647013	-2.522755571284925	0.011643930485886734	0.015348301902885183
CNAG_00773	226.84818753340875	-0.0038579997102906067	0.0014147135968303488	-2.72705353149529	0.0063902671060063875	0.008654232834115136
CNAG_07387	189.7799654586909	-0.0038513125882576756	0.0011995578024056337	-3.210610260326033	0.0013245344339168621	0.0018978822490219164
CNAG_04202	788.4472070699726	-0.003847499088500375	0.001578582959948204	-2.4373119348929357	0.01479690885379008	0.019372268828317274
CNAG_01382	127.09794369646187	-0.0038451105181115945	0.0013025183452428106	-2.9520586271626015	0.0031566299120704983	0.004396409630520582
CNAG_04925	507.35505474427924	-0.0038380499371884753	0.0011552450105400973	-3.322282201759192	8.928434392093044e-4	0.00129801863121834
CNAG_05148	1140.204968992243	-0.0038357275840026966	0.0016484489384165186	-2.326870729576406	0.019972146504246405	0.025793384853546705
